epoch,Train_loss,Validation_loss,Train_f1_score,Train_auroc,Validation_f1_score,Validation_auroc
1,0.1338820606470108,0.15887370705604553,0.07913116972141064,0.658772110462066,0.07585104350506806,0.7129292070339809
