epoch,Train_loss,Validation_loss,Train_f1_score,Train_auroc,Validation_f1_score,Validation_auroc
1,0.004131441004574299,0.00476823328062892,8.737457626920993e-05,0.8980604935035332,0.0,0.8379428823698329
2,0.00334958010353148,0.003371981903910637,0.0,0.9517620233798039,0.0,0.9464643843806312
3,0.005277571734040976,0.007976426742970943,0.0,0.95830232721289,0.0,0.9326875860694158
4,0.004635150544345379,0.008492549881339073,0.0,0.9614480859423804,0.0,0.9582326264713626
5,0.005773455370217562,0.0011302580824121833,0.0,0.9664348676082791,0.0,0.9431001837979174
6,0.0060943253338336945,0.007437738124281168,0.0,0.958318950463246,0.0,0.9509028658283992
7,0.005638357251882553,0.004396977834403515,0.0,0.9625993183643282,0.0,0.9466957472360022
8,0.004807076882570982,0.0013908094260841608,0.0,0.966035570001903,0.0,0.9455387943892308
9,0.004305239301174879,0.0008806932019069791,0.0,0.9685774933164771,0.0,0.965172875488647
10,0.0068428837694227695,0.010197716765105724,0.0,0.9741833640404868,0.0,0.9481418367723713
11,0.00808611698448658,0.001767758629284799,0.0010739500240009923,0.9780567361557265,0.0,0.9624024701273083
12,0.00453120656311512,0.0014886383432894945,0.06282624955680273,0.9752429733623494,0.0,0.9626920375379352
13,0.0056137037463486195,0.003918823320418596,0.2031640492204255,0.9758182727012532,0.0,0.9507859433298855
14,0.008367639034986496,0.0038343125488609076,0.11254058243555787,0.9769603928859654,0.42885845970552144,0.963766511121116
15,0.0011408445425331593,0.0024120514281094074,0.19372744124230626,0.9823247730144004,0.42921620259705745,0.9691473355216751
16,0.005128472112119198,0.0017852728487923741,0.18178390497295888,0.9790909852814743,0.0,0.9411749381138502
17,0.006399401463568211,0.08946087211370468,0.2862440723845957,0.978714314072953,0.25409391890490196,0.9670794185330969
18,0.002405831590294838,0.000239667555433698,0.49047854852704365,0.9795143831803406,0.37101796989373687,0.9643279578389733
19,0.00267097819596529,0.0003231405862607062,0.29224204079337684,0.9783007971634164,0.0,0.9670474722108029
20,0.0014841379597783089,0.001912878593429923,0.3680800382115286,0.9831229942956031,0.3353406899571932,0.9696774659097003
21,0.005369969177991152,0.006785102188587189,0.5177931996719228,0.9815272740520461,0.0,0.9714277194064759
22,0.000963014957960695,0.0019393883412703872,0.45829822825385713,0.9818395849685433,0.43088881257196476,0.9670126470258424
23,0.0024896343238651752,0.013361887075006962,0.4769737975984236,0.985290724812715,0.497940008231685,0.9737037053017917
24,0.0020440921653062105,0.0024245446547865868,0.5704164561098044,0.9848312455121541,0.0,0.9600468789287956
25,0.001145468675531447,0.00033977723796851933,0.5637970021589338,0.9876217023579164,0.4369324736250492,0.9739685066364898
26,0.003073222003877163,0.0015341041143983603,0.5744287034987896,0.9849779815832993,0.4232112513495521,0.9693720017108206
27,0.003856693161651492,0.004388445522636175,0.5671045614285093,0.9887064806919511,0.4774581844939061,0.9674300214254842
28,0.002285959664732218,0.003557206131517887,0.5281900866404061,0.9851562756597841,0.5552720693243294,0.9721304694271453
29,0.0037564588710665703,0.0032551137264817953,0.5896136020783812,0.9856676658815926,0.5871840445184526,0.9746946284855195
30,0.0025151781737804413,0.0029023787938058376,0.6091080585117024,0.9891397855116256,0.5637885892719543,0.97141266684792
31,0.0027369996532797813,0.00646060099825263,0.6014015176787452,0.9890695982399449,0.5805447112637102,0.9645766783943663
32,0.003984745591878891,0.0007044668891467154,0.6004924642334994,0.9906127716364953,0.5188512916776429,0.971095780360266
33,0.0021191751584410667,0.012813306413590908,0.6448051329942877,0.9912575391512191,0.40341005117340367,0.9714164124223553
34,0.0005768282571807504,0.005797804798930883,0.6350151428595515,0.9888658012339658,0.5591608795834824,0.97016846858988
35,0.0035382616333663464,0.0026726964861154556,0.6425836367136817,0.9902975061301605,0.6042130455536521,0.9752043309581478
36,0.0016627723816782236,0.0002651154063642025,0.6612735612691436,0.9921147538393053,0.37673006454316516,0.9684306935520635
37,0.006629227194935083,0.0007301981677301228,0.6679204949576029,0.9900222331855045,0.4314282775469163,0.9671389555191293
38,0.002828141674399376,0.002033739583566785,0.6570888061790303,0.9914146082488481,0.562800999405238,0.9753224516276003
39,0.0015342116821557283,0.002679601777344942,0.655176394177941,0.9882811847772839,0.5785004570069868,0.9773380801289907
40,0.0043228305876255035,0.00031566969119012356,0.6696043772519701,0.9927126232303529,0.5222594646191712,0.9754676783680387
41,0.000958867312874645,0.0033209840767085552,0.5348915320739868,0.9834712943630202,0.5240892719519533,0.9737819914870943
42,0.004694534465670586,0.0006383134168572724,0.6803245909504317,0.9927086840640819,0.519903206191653,0.9772089521694387
43,0.0006424865568988025,7.888246909715235e-05,0.6755443233749314,0.9875055621514223,0.5132736221371544,0.9687998202703952
44,0.0010592861799523234,0.0019192295148968697,0.694688121899104,0.9944595592466552,0.6552637364986386,0.9726621507681592
45,0.0007177437655627728,8.559450361644849e-05,0.7180006974955937,0.9917666051697565,0.6653443466710616,0.9725188447245171
46,0.00035619924892671406,0.0012046198826283216,0.7090456084598274,0.9889588924364695,0.5875809014347698,0.9737146468642702
47,0.0017211894737556577,0.0006945765926502645,0.7222234832669077,0.992206980067798,0.5689867696074021,0.9696513780398006
48,0.00034450567909516394,0.00032502171234227717,0.7159326380323525,0.9927484780844459,0.5909730214835368,0.9730824634770218
49,0.0017924051498994231,0.007323805708438158,0.7212908740476066,0.9928117182370049,0.5511978208127615,0.9711095221005809
50,0.0017984913429245353,0.00015459592395927757,0.7406300143514031,0.9946492408333393,0.6595951040277529,0.9765175891856349
