epoch,Train_loss,Validation_loss,Train_f1_score,Train_auroc,Validation_f1_score,Validation_auroc
1,0.028682410717010498,0.023486893624067307,0.002257874798712755,0.499040273966373,0.004704111422238151,0.48708667333716316
2,0.019030237570405006,0.03999718278646469,0.0017739170743677575,0.49876543209876545,0.002451946695229447,0.4850449353055298
