epoch,Train_loss,Validation_loss,Train_f1_score,Train_auroc,Validation_f1_score,Validation_auroc
1,0.017165133729577065,0.007495340891182423,0.41089427560619274,0.9343993514985304,0.6841154630130443,0.9592110070740417
2,0.003800884122028947,0.0060212500393390656,0.693142311144248,0.9750070532552974,0.6608443983531832,0.9467101925824019
