epoch,train_epoch_loss,train_epoch_metrics_f1,train_epoch_metrics_roc,val_epoch_loss,val_epoch_metrics_f1,val_epoch_metrics_roc
0,0.6375251074118176,0.025234994502712892,0.9781122779090875,0.6369503944598395,0.019161983257435414,0.9689025891213727
1,0.6363245042833103,0.1701676983795277,0.9768198531992686,0.6355019762855152,0.12316418692224308,0.9799671074106214
2,0.6357756090061418,0.2836010886988539,0.9739484316137034,0.6353303372603039,0.4214320214694609,0.9838230250127951
3,0.6356920871412617,0.3148748503056048,0.9630306307537494,0.6347838744264225,0.42342399771620476,0.9890096062824947
4,0.6354978460518793,0.39593572393612186,0.9611445361860637,0.6345084500980789,0.5072216220481729,0.9870612633666246
5,0.6351197910891182,0.5027509740169451,0.9779276922034713,0.6345392523397659,0.5959447828037793,0.9864607219221244
6,0.6351374911422702,0.48824786067733966,0.9707207909405549,0.6346332003073446,0.5895598466974694,0.9855350292860102
7,0.6349995479672804,0.5279537871094605,0.9700151111663107,0.6345521480101963,0.4944535843710663,0.9775054207346915
8,0.6349039903317375,0.5329542557420973,0.9683543467860442,0.63434161913806,0.5803214896730885,0.9841541652339186
9,0.6348871405011621,0.5414350646489424,0.9744301355663233,0.6344286024827381,0.5950459943575281,0.9876003041723365
10,0.6346572685515743,0.5774245409048938,0.9754629639962704,0.634220536926697,0.6657869450780837,0.9872891191489426
11,0.6347164337405529,0.5821108561332886,0.9784009905879401,0.6344721465018289,0.5924235321955187,0.9804677315632124
12,0.6347290696255092,0.5681377891835778,0.9740166821890247,0.6341898790721235,0.586689705800749,0.9836316648472124
13,0.6346300030234217,0.5785088464015586,0.9711844421544074,0.634144629255451,0.5549855259166251,0.9749852228961151
14,0.6346414710084597,0.5736991220523266,0.9622136326242469,0.6341251245346563,0.6148592152829511,0.9818814781593146
15,0.6347102293337898,0.5641546813578288,0.9730296349749604,0.6343269709112316,0.46315712269872267,0.9671709791889976
16,0.6345335851883751,0.590352794424707,0.9781250619906059,0.634276224621411,0.6835028085931011,0.9869188855508199
17,0.6345436192792038,0.6093443857200234,0.9778683804714782,0.6344326702428276,0.6202812330647897,0.9835449102993621
18,0.634424898687793,0.6288213159889491,0.9775572563855488,0.634075316118783,0.6023855508043099,0.981482683536205
19,0.6343459269866861,0.627529948987923,0.9777637789290996,0.6342113552422359,0.5477226597491583,0.9724177989838746
20,0.6342834580646849,0.6435347990718141,0.9766789227207459,0.6341689078715341,0.6499531141083096,0.9810209047079586
21,0.6345959194860924,0.5472385096335242,0.9609957999486871,0.6342456348497292,0.6575198697576083,0.9875358157302638
22,0.6345342345021922,0.6140683474346537,0.9782686346266091,0.634444615578857,0.6919086337615495,0.9852349124087106
23,0.6342813317374937,0.6479994816440557,0.9791055797651401,0.6339624986566347,0.6459389969673781,0.9874708478761534
24,0.6344254032291216,0.6197325682025532,0.9772973808983252,0.6347821210992748,0.688935819956982,0.9902863776175654
25,0.6342520596480917,0.6388853326472204,0.979402504584817,0.6340356410063547,0.656917739765027,0.9861587195694456
26,0.6342388317417139,0.644295471133826,0.978777493432191,0.6339813008390623,0.6448993003182888,0.9805936230273492
